,B47,B45,B46,B22,B24,B21,B31,B23,B67,B83,B42,B32,B48,B63,B43,B610,B612,B44,B52,B13,B68,B61,B85,B82,B611,FRACASO,CODIGO_EMPRESA
20,0.769435493,0.230564507,0.299654109,0.00724661,0.009418087,0.004417807,0.769435493,0.031429861,7.114357543,0.0,0.545577905,0.0,0.821803416,0.251985409,0.958914192,3.666734349,0.129522602,0.1894787,0.709062566,0.3934184,1.640318341,0.10127702,0.0,0.0,0.724536211,0,321007914
21,0.717889054,0.282110946,0.392972903,0.036365951,0.050656785,0.017612927,0.216712495,0.12890656,7.318860702,0.088794544,0.530870965,0.50117656,1.575343929,0.063089726,0.66113426,0.920953331,0.419779861,0.444421765,2.44965555,-0.049002753,2.064730713,0.009600846,2.441694508,0.409734307,0.61907502,0,321008398
22,2.562752523,-1.562752523,-0.609794551,-0.406237042,-0.158515907,-0.25048865,2.562752523,0.259949695,-1.037770356,0.017282089,0.071122839,0.0,1.578609663,0.015201493,0.095776289,0.17390655,0.132540788,-2.466976234,0.027752519,0.023137194,1.621778242,0.003672532,-0.042541884,0.006743565,-4.479431512,1,321010096
23,0.481696271,0.518303729,1.075996973,0.101933404,0.211613437,0.019345453,0.481696271,0.196667317,10.16607452,0.009594603,0.293591451,0.0,0.19632395,0.055011191,0.583451706,1.260898986,0.110288809,0.101755435,0.609494964,0.020128659,5.269114337,0.007994913,0.094126194,0.019918367,0.219903934,0,321010599
24,0.650071228,0.349928772,0.538292969,0.042369344,0.065176464,0.023819986,0.340492551,0.12107991,5.083122727,0.04161162,0.877405322,0.309578678,1.551405269,0.003355521,0.883373891,0.540518819,0.991379894,0.54288134,2.576870832,-0.005702944,1.778730893,0.008198542,0.982116214,0.122210074,0.332178236,0,321010632
25,0.408905322,0.591094678,1.44555389,0.015780601,0.038592311,0.013464853,0.408905322,0.026697248,1.982735945,0.012800915,0.339052431,0.0,0.75023131,0.43798408,0.852363057,3.487749669,0.245570419,0.443457735,0.82917099,-0.11117945,1.171984666,0.004200727,0.811180454,0.031305328,1.814566641,0,321010713
26,0.31393582,0.68606418,2.185364445,0.079321338,0.25266737,0.055631822,0.187005203,0.115617956,2.078270166,0.02284787,0.924984364,0.126930618,1.180885565,0.050626156,0.997168489,6.371427566,0.188978161,0.810163287,4.946302837,-0.088797042,1.425826716,0.03426223,0.288041919,0.122177726,5.176554166,0,321012104
28,0.67589918,0.32410082,0.479510599,0.081800215,0.121024285,0.029959174,0.555993256,0.252391262,8.424506781,0.017709615,0.496053927,0.119905924,0.343968885,0.062782223,0.667473853,1.660713027,0.183971741,0.111480598,0.892194144,-0.06811739,2.730389559,0.013019708,0.216498393,0.031852212,0.277370087,0,321012764
29,0.508896164,0.491103836,0.965037412,0.044487206,0.087419024,0.029393634,0.249060916,0.090586151,3.081828871,0.022075562,0.730871124,0.259835248,1.086542328,0.03422198,0.782666022,2.52142163,0.280603978,0.533605106,2.934507493,0.070675273,1.513497982,0.062427522,0.496222716,0.088635193,1.719051829,0,321013548
30,0.631243136,0.368756864,0.584175642,0.016508618,0.02615255,0.014856253,0.631243136,0.0447683,3.013431507,0.054185256,0.344216216,0.0,0.972852129,0.581136729,0.989989036,3.625200912,0.346800065,0.3587459,0.545298945,-0.042677654,1.111223553,0.009521269,3.282240654,0.085838963,1.313677139,0,321013806
31,0.173384126,0.826615874,4.767540671,0.041163676,0.237413174,0.041350556,0.173384126,0.049797829,1.20428438,0.0014248,0.7183791,0.0,0.801560597,0.118121579,0.835966839,3.617735616,0.281570131,0.662582713,4.143280679,0.033121095,0.995480585,0.053565399,0.034613039,0.008217591,2.867397326,0,321014811
32,0.467711189,0.532288811,1.138071578,0.115639694,0.247245944,0.064024844,0.467711189,0.217249906,3.393212593,0.003951453,0.526289918,0.0,0.799953102,0.20331837,0.893517275,2.86392441,0.264577989,0.425806086,1.125245517,-0.002655275,1.806169096,0.063803706,0.034170389,0.00844849,1.364804551,0,321015456
33,0.28431301,0.71568699,2.517250232,0.027249401,0.095842961,0.01294661,0.28431301,0.038074467,2.940883059,2.24589e-06,0.401195937,0.0,0.981883796,0.278340917,0.987034469,1.652744141,0.298970876,0.702721459,1.411106503,-0.064944377,2.104751745,0.025179893,8.24198e-05,7.89936e-06,1.17667499,0,321017101
34,0.642331886,0.357668114,0.556827586,0.027877626,0.043400657,0.029551291,0.642331886,0.07794272,2.637540253,0.000160319,0.897599219,0.0,0.839107305,0.047547492,0.942453813,2.134192538,0.503919339,0.300121927,1.397407225,0.000628118,0.943364047,0.010724376,0.005750823,0.000249589,0.679627975,0,321019474
35,0.909824511,0.090175489,0.099113058,0.003335282,0.003665852,0.002591018,0.909824511,0.036986565,14.27491561,0.0,0.244259065,0.0,1.0,0.58709839,1.0,2.370437435,0.344026622,0.090175489,0.268468328,-0.750911702,1.287247501,0.102859161,0.0,0.0,0.213755356,0,321021933
36,0.598883773,0.401116227,0.669773076,0.029395175,0.049083272,0.018277183,0.598883773,0.073283436,4.009558523,0.000169125,0.384562554,0.0,0.145297682,0.169497388,0.657165031,1.889021874,0.27576501,0.058281258,0.642132198,-0.054226318,1.608298986,0.052997426,0.005753505,0.000282401,0.167529564,0,321022669
37,0.722886184,0.277113816,0.383343633,0.052430581,0.072529511,0.003855822,0.722886184,0.189202336,49.06926536,8.4097e-05,0.984513037,0.0,0.944304904,3.90376e-06,0.984566119,3.455653991,0.027679744,0.261679935,1.361919841,0.122379842,13.59777137,0.006796803,0.001603968,0.000116335,0.918450569,0,321022793
38,0.045527099,0.954472901,20.96494028,0.154044854,3.383586008,0.342620461,0.045527099,0.16139259,0.471053565,0.002281111,0.442865747,0.0,0.554060026,0.292469599,0.574362379,2.704245102,0.831939226,0.52883528,9.727519689,0.011749407,0.449607863,0.031602099,0.014808094,0.05010446,2.489891868,0,321022892
39,0.678515776,0.321484224,0.473805084,0.06068183,0.08943319,0.037033348,0.678515776,0.188755234,5.096898949,0.0,0.497424257,0.0,0.834650786,0.274274438,0.946842836,4.543349648,0.233823996,0.26832706,0.733106399,-0.483253667,1.638572604,0.042473855,0.0,0.0,1.287545946,0,321022933
40,0.261076029,0.738923971,2.830301855,0.017562852,0.067271023,0.015798286,0.261076029,0.023768144,1.504476153,0.019181182,0.201807839,0.0,0.481800784,0.373558307,0.617090178,7.590165636,0.128572925,0.356014148,0.77298494,0.075885639,1.111693493,0.089731835,1.092145088,0.073469718,4.378948898,0,321023380
41,0.431717044,0.568282956,1.316331992,-0.056197118,-0.130171183,-0.159026898,0.096642579,-0.098889326,0.621840249,0.015917314,0.110794571,0.335074465,0.377903664,0.567670863,0.31139879,1.754160285,0.317827076,0.214756212,1.14643641,-0.039746229,0.353381215,0.002484068,-0.283240756,0.164702914,1.209756842,1,321024155
42,0.661973652,0.338026348,0.510634142,0.091552783,0.13830276,0.0552957,0.104311181,0.270845109,4.898122411,0.0,0.722577349,0.557662471,2.331844683,0.102651051,0.892536123,8.062213943,0.13124592,0.788224942,6.927132312,0.514507375,1.655694431,0.232910908,0.0,0.0,7.119978628,0,321024169
43,0.3686646,0.6313354,1.712492602,0.0714493,0.193805699,0.090253162,0.3686646,0.1131717,1.253936126,0.00119948,0.414105569,0.0,0.301063949,0.182695106,0.558736929,1.754320651,0.447490292,0.190072329,1.123258293,0.325860076,0.791654266,0.294468173,0.01678785,0.003253581,0.596788568,0,321024320
44,0.617979794,0.382020206,0.618175886,0.076876589,0.124399843,0.064802892,0.617979794,0.201236971,3.10537024,0.005601353,0.655075185,0.0,0.589413939,0.158535274,0.843147828,3.923354733,0.284364064,0.225168035,1.060026868,0.517012229,1.18631418,0.23187572,0.072861616,0.009063974,1.047757042,0,321025764
45,0.742167101,0.257832899,0.347405455,0.042211956,0.056876619,0.017856068,0.742167101,0.163718267,9.168774966,0.021279313,0.793903328,0.0,0.971015406,0.084019668,0.992526818,5.832438923,0.122920827,0.250359718,1.069709675,0.00997632,2.364011834,0.004486907,0.504106318,0.028671863,1.471202324,0,321025973
47,0.617038226,0.382961774,0.620645136,0.05508525,0.089273643,0.013148763,0.617038226,0.143840075,10.93943809,0.003824959,0.720220109,0.0,0.407675141,0.012637199,0.773162221,0.605963403,0.323091471,0.156123995,1.167221216,-0.073543974,4.189386617,0.012605722,0.06943709,0.006198902,0.122361679,0,321026776
48,0.52001238,0.47998762,0.923031139,0.054119683,0.104073835,0.021888673,0.52001238,0.112752247,5.151168678,0.03632213,0.516673262,0.0,0.764732357,0.149808535,0.887074444,0.704867218,0.394666117,0.367062064,0.993578771,0.265491858,2.472497193,0.078525846,0.671144546,0.069848587,0.291666632,0,321026865
50,0.351670323,0.648329677,1.843572333,0.047750489,0.135781968,0.03145026,0.351670323,0.073651555,2.341842487,0.000210397,0.599119562,0.0,0.696713762,0.134527337,0.803370531,1.308617779,0.430408899,0.451700209,1.703639809,-0.011868993,1.518285984,0.053266004,0.004406169,0.000598278,0.735778698,0,321026994
51,0.280295605,0.719704395,2.567662077,0.060381517,0.21542085,0.032244639,0.280295605,0.083897664,2.601910479,0.0,0.692287952,0.0,0.766427948,0.074553422,0.831897168,2.996954034,0.196095901,0.551601563,2.469849473,-0.237372101,1.872606408,0.050644709,0.0,0.0,1.987174128,0,321027003
52,0.59065431,0.40934569,0.693037675,0.022900535,0.038771468,0.020529968,0.59065431,0.055944243,2.725003861,0.022404486,0.524554155,0.0,0.95417518,0.40941328,0.981241807,3.989205398,0.265594953,0.390587497,0.888089947,-0.053504177,1.115468585,0.00084949,0.978338996,0.037931639,1.587920266,0,321027595
53,0.395214787,0.604785213,1.530269698,-0.00883486,-0.022354579,-0.005118456,0.395214787,-0.014608261,2.854036348,0.008526912,0.687989942,0.0,0.7460034,0.091766757,0.846386612,2.077642888,0.251937847,0.451171825,1.740800103,-0.098113257,1.72607898,0.009961421,-0.965143992,0.021575387,1.107500899,0,321027778
54,0.633346989,0.366653011,0.578913325,0.216611668,0.342011049,0.064014353,0.633346989,0.590781096,9.228884895,0.000361816,0.809375082,0.0,1.0,0.056334596,1.0,1.441125714,0.289348356,0.366653011,1.277933102,-0.40588177,3.383798438,0.032216228,0.001670344,0.000571276,0.528393083,0,321027858
55,0.791556452,0.208443548,0.263333774,0.041230964,0.052088469,0.030967852,0.777021414,0.197803984,6.387397636,0.001917582,0.451083979,0.014535038,1.025719111,0.405390696,0.990825945,2.042917139,0.415726956,0.21380453,0.580529662,0.586219079,1.331411824,0.118670091,0.046508305,0.002467863,0.44082913,0,321028406
56,0.659054772,0.340945228,0.517324571,0.002786525,0.004228062,0.000999078,0.659054772,0.008172939,8.180479354,0.010170351,0.276620073,0.0,-0.25360331,0.106116794,0.572589934,1.309704153,0.177078843,-0.086464838,0.419722434,0.029066204,2.789095395,0.01744807,3.649833686,0.015431724,-0.197773923,0,321028699
57,0.707378554,0.292621446,0.413670225,0.014082817,0.019908459,0.015134524,0.248827907,0.048126401,3.179908513,0.0,0.087153351,0.458550647,2.453206242,0.945219133,0.966688664,8.21926663,0.147565571,0.717860757,0.350255533,-0.031734722,0.930509426,0.001322249,0.0,0.0,6.103608312,0,321028977
58,0.65131467,0.34868533,0.535356175,0.003730655,0.005727884,0.003018964,0.529426827,0.010699202,3.543997801,9.44107e-05,0.364184427,0.121887843,1.304849307,0.501905084,0.984408638,2.954364854,0.326340403,0.454981812,0.687884347,-0.022362481,1.235740044,0.001774567,0.025306748,0.000178326,1.365471839,0,321029044
59,1.532562923,-0.532562923,-0.347498243,-0.587343071,-0.383242386,-0.173203946,1.532562923,1.102861363,-6.367414757,0.212392656,0.26113821,0.0,2.017481704,0.058090803,0.458126969,0.453146253,0.198207152,-1.074435954,0.170393141,0.006554202,3.391049015,0.015662343,-0.361616007,0.138586581,-1.062754779,1,321029098
60,0.212506166,0.787493834,3.70574582,0.003207322,0.015092843,0.001194716,0.212506166,0.004072822,3.409030192,0.000117019,0.448116626,0.0,0.864272293,0.165760358,0.893115267,1.69526671,0.193230851,0.680609102,2.108722941,-0.046518688,2.684590258,0.019323085,0.036484896,0.000550661,1.29189814,0,321029272
61,0.373869875,0.626130125,1.674727404,0.005081533,0.013591715,0.006757965,0.296920164,0.008115778,1.200920322,0.024241796,0.076916299,0.076949711,0.225952104,0.480733758,0.438395583,1.05511233,0.608289196,0.141475419,0.259047071,0.007562947,0.751932391,0.026138547,4.770567717,0.081644157,0.340497179,0,321030087
62,0.383399156,0.616600844,1.608247789,0.087380458,0.227909885,0.085677434,0.21416492,0.141713166,1.654031386,0.010300958,0.394638024,0.169234236,0.503453939,0.12742419,0.524595044,0.656862548,0.960301095,0.310430124,1.842682846,0.019930463,1.019877149,0.032940737,0.117886292,0.048098251,0.388699674,0,321030166
63,0.625501794,0.374498206,0.598716437,0.023842088,0.038116738,0.021063276,0.625501794,0.063664092,3.022516111,0.00572023,0.739228249,0.0,0.898726334,0.196872212,0.962073194,1.430112626,0.611471203,0.336571399,1.181816352,-0.03923468,1.13192686,0.064630668,0.239921535,0.009145026,0.500310175,0,321030203
64,0.691951942,0.308048058,0.445187071,0.005397575,0.007800506,0.003309452,0.691951942,0.01752186,5.294489991,0.039320204,0.63026994,0.0,0.19609378,0.074856838,0.75235825,2.779667938,0.2016835,0.060406308,0.910857968,0.046344742,1.63095736,0.011041557,7.284790595,0.056825051,0.223177559,0,321031289
65,0.379918034,0.620081966,1.6321467,0.043963249,0.115717722,0.035499503,0.173360832,0.070899094,1.997185528,3.15662e-05,0.46770983,0.206557202,0.916510377,0.221219651,0.741672389,3.033156607,0.25646931,0.568311556,2.697897925,-0.071829523,1.238418728,0.085990888,0.000718013,0.000182084,2.32417706,0,321031557
66,0.519982895,0.480017105,0.923140182,0.008018392,0.015420493,0.009967966,0.346794383,0.016704389,1.675807187,0.029065041,0.45779203,0.173188512,0.728087224,0.296484208,0.696288704,3.627364287,0.309197015,0.349494321,1.320067603,-0.032286174,0.804416114,0.001014104,3.624796527,0.083810587,1.8207149,0,321031613
67,0.663617384,0.336382616,0.506892412,0.043889863,0.066137302,0.034106061,0.660722006,0.130476015,3.825596079,8.39483e-07,0.998422611,0.002895378,1.003918124,0.0,0.998422611,0.949365522,0.856647166,0.337700605,1.511108457,-0.092427789,1.286864018,0.020738145,1.9127e-05,1.27055e-06,0.321107823,0,321032343
68,0.507049304,0.492950696,0.9721948,0.017668423,0.034845572,0.009411475,0.34602277,0.035842171,3.808348031,0.02974219,0.254810877,0.161026534,0.310943906,0.130233999,0.499302785,0.726139341,0.40547728,0.153280015,0.736399159,-0.093466792,1.877327813,0.028276524,1.68335286,0.085954431,0.222916139,0,321032862
69,0.292883995,0.707116005,2.414321092,0.044386021,0.151548128,0.02415268,0.292883995,0.062770494,2.598903932,5.74279e-07,0.636638194,0.0,0.807126713,0.123510223,0.863616212,1.962923369,0.254742178,0.570732217,2.173687214,-0.069551072,1.837726567,0.001655594,1.29383e-05,1.96077e-06,1.297223919,0,321033305
70,0.483921736,0.516078264,1.066449852,0.011470999,0.023704243,0.006998869,0.483921736,0.022227246,3.175833822,0.01270163,0.497652926,0.0,0.467757025,0.138908473,0.72532097,2.776697069,0.17927276,0.241399233,1.028374815,0.008217972,1.638978806,0.010421818,1.107281974,0.026247281,0.924132311,0,321033843
71,0.187299428,0.812700572,4.339044588,0.075609954,0.403684918,0.046343963,0.183352088,0.093035439,2.007498575,0.004956486,0.167738939,0.00394734,0.154213067,0.086388359,0.308681136,0.868974029,0.277161863,0.125329048,0.914846081,0.028376288,1.631495239,0.048092971,0.065553353,0.027032613,0.352816142,0,321034545
72,0.677071434,0.322928566,0.476949034,-0.123189554,-0.181944692,-0.058245155,0.677071434,-0.381476174,6.549491976,0.014122939,0.806520942,0.0,0.821404134,0.06421002,0.942326293,1.191179377,0.332831005,0.265254859,1.191190325,-0.451921711,2.115018052,0.041223803,-0.114643969,0.020858862,0.335304363,0,321034564
73,0.400520275,0.599479725,1.496752508,0.024734236,0.061755265,0.018953512,0.311956266,0.041259504,2.176879019,0.01728237,0.434820826,0.088564008,0.987202979,0.359345185,0.903764437,3.411129115,0.233941193,0.591808171,1.393851871,0.065188039,1.304994837,0.119519101,0.698722623,0.055399977,2.233694975,0,321034699
74,0.267248163,0.732751837,2.741840502,0.065715253,0.245895994,0.161941663,0.053444716,0.089682822,0.553797093,0.008549176,0.221941636,0.213803447,0.44206319,0.383014512,0.377367331,2.771932567,0.48033479,0.323922615,4.152732984,0.000801433,0.405795837,0.001971655,0.130094244,0.159962981,2.379357117,1,321035409
75,0.597440753,0.402559247,0.673806138,0.045870327,0.076778035,0.08384266,0.538524059,0.113946772,1.359054834,0.03271888,0.46834345,0.058916695,0.267929522,0.32542147,0.646381565,3.536052695,0.577706473,0.107857507,0.869679715,-0.0023645,0.54710009,0.11966663,0.713290761,0.060756581,0.590038218,0,321035644
76,0.345744061,0.654255939,1.892312875,0.015495688,0.044818378,0.020639471,0.242463523,0.023684444,1.147531555,0.003710534,0.092598312,0.103280538,0.367677531,0.520020199,0.483018731,1.108616247,0.603588009,0.240555208,0.381906157,0.018821717,0.750779335,0.06398663,0.239455907,0.015303473,0.552118158,0,321035873
77,0.84491743,0.15508257,0.183547605,-0.116781837,-0.138216863,-0.328871037,0.84491743,-0.753030056,2.2897427,0.068834128,0.489086882,0.0,0.315584893,1.13988509,0.893859146,6.759037982,0.331410736,0.048941716,0.578857607,-0.525964619,0.355099183,0.000667228,-0.589424946,0.081468467,0.37007947,0,321036177
78,0.640796421,0.359203579,0.56055803,0.018388962,0.028697043,0.023686614,0.261072933,0.051193705,2.161292687,0.003251397,0.62647293,0.379723488,1.567794205,0.254728928,0.824230223,8.069032957,0.183327643,0.56315729,2.399608891,0.049201143,0.776344069,0.029734522,0.176812408,0.012453979,5.513186255,0,321036285
79,0.588540733,0.411459267,0.699117739,0.050543742,0.085879768,0.026488086,0.588540733,0.122840208,4.637564452,0.006132816,0.520852068,0.0,0.931919476,0.236423294,0.971987637,0.825395861,0.607563212,0.383446904,0.884988987,0.245564548,1.908168868,0.071414448,0.121336803,0.010420377,0.325616783,0,321036580
80,0.224901036,0.775098964,3.446400147,0.055905594,0.248578643,0.067766472,0.224901036,0.072127041,1.064346993,0.001463126,0.311762442,0.0,0.965910281,0.802224616,0.973577094,3.740642379,0.42674686,0.748676058,1.386220567,-0.030490046,0.824974252,0.159435214,0.026171368,0.006505643,2.876535826,0,321036606
81,0.575844331,0.424155669,0.736580436,0.0346648,0.060198213,0.019135942,0.416984633,0.081726598,4.270842714,0.033719776,0.397242041,0.158859698,1.025268808,0.250960878,0.85185821,0.961151369,0.517182186,0.434873577,0.952653909,-0.024269751,1.811502147,0.037749212,0.972738233,0.080865752,0.490667729,0,321036904
82,0.434648985,0.565351015,1.300707089,0.016199164,0.03726953,0.021091785,0.434648985,0.028653285,1.358504513,0.022507062,0.58528706,0.0,0.566340553,0.220750114,0.754830191,1.792423964,0.558978853,0.320181207,1.346574089,-1.021262441,0.768031906,0.052854863,1.389396572,0.051782158,0.760304071,0,321036932
83,0.516656877,0.483343123,0.935520546,0.099892679,0.193344332,0.05323517,0.511675051,0.206670322,3.882213999,0.0,0.937278898,0.004981826,0.994878472,0.029451396,0.992542719,4.19042336,0.203039992,0.480867668,1.831785421,0.037860928,1.876441439,0.029363134,0.0,0.0,2.030178723,0,321037198
84,0.675622264,0.324377736,0.480117003,0.029917179,0.044280925,0.01755274,0.534423283,0.092229445,5.254418591,0.032953597,0.390645184,0.141198981,0.704340849,0.218403547,0.762895773,1.844165319,0.322416215,0.22847249,0.730965878,0.028469823,1.704416408,0.013822158,1.101494151,0.061661979,0.552291752,0,321037274
85,0.807240957,0.192759043,0.238787492,0.028691825,0.035543074,0.022601713,0.807240957,0.148848141,6.585701747,0.01721527,0.59237341,0.0,0.922229159,0.309294933,0.985008967,4.493134964,0.19686789,0.17776801,0.733824771,-0.172021047,1.269453569,0.02035085,0.600006079,0.021326061,0.810891769,0,321037576
86,0.307511126,0.692488874,2.251914857,0.123869568,0.402813287,0.080552484,0.307511126,0.178875896,2.220613041,0.008989138,0.350512935,0.0,0.147302709,0.038370141,0.409516613,0.735030395,0.471683689,0.102005487,1.139838222,0.108202612,1.537749824,0.083754631,0.072569379,0.02923191,0.183086915,0,321038124
87,0.539631306,0.460368694,0.853117097,0.080719846,0.149583327,0.046164787,0.539631306,0.175337392,3.798076525,0.039406593,0.751793623,0.0,0.690933456,0.060578139,0.857715439,1.190609244,0.490741729,0.318084133,1.393161617,0.074510256,1.748515528,0.060940322,0.488189641,0.073025031,0.441537941,0,321039289
88,0.525153555,0.474846445,0.904204952,0.039642741,0.075487905,0.034786117,0.525153555,0.083485392,2.39996291,0.012076097,0.416173188,0.0,0.359841921,0.245565656,0.696023212,2.503786699,0.318685278,0.170869657,0.792479046,0.022862704,1.139613856,0.166579373,0.304623143,0.022995363,0.614665096,0,321039329
