,B47,B45,B46,B22,B24,B21,B31,B23,B67,B83,B42,B32,B48,B63,B43,B610,B612,B44,B52,B13,B68,B61,B85,B82,B611,FRACASO,CODIGO_EMPRESA
415,0.723846302,0.276153698,0.38150875,0.057163456,0.078971815,0.017212993,0.723846302,0.206998699,12.02572378,0.035007239,0.424623891,0.0,0.314166224,0.116226019,0.810604467,2.36942851,0.13755937,0.086758165,0.586621621,-0.077235938,3.320948093,0.007628371,0.612405912,0.048362806,0.253597503,0,321158469
416,0.759238918,0.240761082,0.317108457,0.047074289,0.062001944,0.023761547,0.602214041,0.195522834,8.228539757,0.030219219,0.46439365,0.157024877,1.151672789,0.209527957,0.879492028,2.840891551,0.214052823,0.277277987,0.771143842,-0.092003223,1.981112134,0.01500897,0.641947431,0.050180197,0.895649608,0,321158832
417,0.466598792,0.533401208,1.14316886,0.05015484,0.107490291,0.016568668,0.466598792,0.094028358,5.675070442,0.044027902,0.561645122,0.0,0.55750659,0.06683924,0.76397348,1.499307212,0.219019333,0.297374689,1.203700336,0.04832076,3.027089431,0.012945023,0.877839536,0.094359227,0.58360143,0,321158867
418,0.628385117,0.371614883,0.591380783,0.003840053,0.006110987,0.001157616,0.628385117,0.010333422,8.926469056,0.04726964,0.881691609,0.0,0.974330098,0.032789336,0.990460682,2.266155221,0.145546651,0.362075565,1.403107083,-0.306511859,3.31720875,0.116837331,12.30963154,0.075223997,0.828422013,0,321158959
419,0.431814178,0.568185822,1.315810946,0.00421126,0.009752482,0.002547344,0.431814178,0.007411765,2.909605084,0.014460638,0.414328351,0.0,0.518327253,0.188720489,0.726320375,1.62684069,0.279151983,0.294506197,0.959506129,0.01096546,1.653196357,0.022472134,3.433803249,0.033488104,0.65964646,0,321159149
420,0.697182699,0.302817301,0.434344256,0.054555487,0.07825135,0.019286678,0.601672608,0.180159743,9.341149374,0.0,0.637593142,0.095510091,0.714090148,0.063746867,0.817911459,2.001919593,0.167427895,0.216238851,1.059701128,-0.023253878,2.82866164,0.007088954,0.0,0.0,0.529266081,0,321159150
421,0.181946486,0.818053514,4.496121541,0.171301635,0.941494604,0.129743591,0.181946486,0.209401502,1.613964135,7.13701e-06,0.559637529,0.0,0.798556224,0.208716804,0.835208211,1.707604883,0.595046142,0.653261725,3.075835879,0.026537386,1.320309033,0.13370688,4.16634e-05,3.92259e-05,1.335610567,0,321159196
422,0.583350047,0.416649953,0.714236598,0.082199128,0.140908754,0.073858488,0.444499299,0.197285822,2.671132697,0.014159176,0.721317807,0.138850748,0.742181464,0.029122625,0.753729171,2.7861511,0.34424213,0.309229872,1.622764779,0.301919303,1.112927313,0.218482297,0.172254581,0.031854215,1.143064619,0,321159612
423,0.618977302,0.381022698,0.615568126,0.024105693,0.03894439,0.033453489,0.618977302,0.063265768,1.891156052,0.001329697,0.018147142,0.0,-0.00341391,0.832017112,0.617676525,5.29799308,0.194560819,-0.001300777,0.029317944,-0.036504367,0.720573381,0.025184308,0.055161101,0.002148215,-0.011157149,0,321160211
424,0.357357282,0.642642718,1.798319917,0.096079094,0.268860044,0.078972655,0.357357282,0.149506237,1.893139293,0.0,0.242509391,0.0,0.009198501,0.099258616,0.363268632,0.914778114,0.47230306,0.00591135,0.678618858,0.089325624,1.216612181,0.141904491,0.0,0.0,0.014885881,0,321160326
425,0.619497335,0.380502665,0.614211949,0.098226739,0.158558775,0.036813633,0.619497335,0.258149936,7.012346045,0.008015432,0.442943311,0.0,0.702002158,0.166278763,0.886611027,1.327451232,0.300410749,0.267113692,0.715004386,0.033258275,2.668216361,0.039272298,0.081601326,0.012938606,0.399927803,0,321160768
426,0.270177243,0.729822757,2.701273976,0.088881201,0.328973677,0.052542831,0.270177243,0.121784639,2.317816493,0.00024863,0.823102228,0.0,0.988127136,0.099452093,0.991334914,5.413806844,0.185378985,0.72115767,3.046526858,0.164868936,1.691595222,0.19819201,0.002797332,0.000920249,3.938334338,0,321161033
427,0.406056272,0.593943728,1.462712854,0.03250347,0.080046714,0.012278136,0.406056272,0.054724831,4.457096054,0.01462977,0.602409018,0.0,0.797035367,0.104651967,0.879450429,3.166193988,0.114201865,0.473394157,1.483560431,0.080398267,2.647264247,0.021813523,0.450098722,0.036028924,1.704311789,0,321161856
428,0.300415006,0.699584994,2.328728524,0.0308372,0.102648667,0.033689299,0.298165443,0.044079276,1.308405854,0.015030523,0.369833924,0.002249563,0.716983827,0.469685721,0.799756569,2.615766182,0.407436427,0.501591126,1.240364812,0.05817852,0.915341101,0.125020021,0.487415292,0.050410009,1.640555583,0,321162286
429,0.58789874,0.41210126,0.700973199,0.079181277,0.134685229,0.069414074,0.58789874,0.192140341,2.768031443,0.025828124,0.333536002,0.0,-0.082955834,0.193017225,0.553712536,1.185766315,0.568116671,-0.034186204,0.567335801,-0.029826651,1.140709246,0.000962423,0.326189786,0.043932946,-0.073209194,0,321162382
430,0.470045448,0.529954552,1.127453855,0.061836968,0.131555295,0.028109088,0.470045448,0.116683529,4.151096168,0.035765629,0.051297731,0.0,-0.080524467,0.170950827,0.42737114,0.698743379,0.337463106,-0.042674308,0.109133555,-0.015224719,2.199892311,0.004621347,0.578385883,0.076089725,-0.069771651,0,321162484
431,0.728684124,0.271315876,0.372336746,0.057877235,0.079427056,0.053741228,0.677154669,0.213320488,3.969401069,0.039856151,0.319652043,0.051529456,0.879855189,0.553614305,0.91587335,3.514604209,0.405655841,0.238718681,0.472051744,0.19588464,1.076961527,0.062065698,0.688632611,0.058858269,0.91606736,0,321162523
432,0.420861027,0.579138973,1.376081261,0.107797953,0.256136696,0.019433997,0.420861027,0.186134862,9.577795938,6.53392e-07,0.099796076,0.0,0.046819718,0.062770493,0.44797615,0.788668712,0.099136216,0.027115123,0.237123587,0.022291612,5.546874901,0.009605369,6.06127e-06,1.55251e-06,0.04773658,0,321163253
433,0.519606406,0.480393594,0.924533623,0.029506347,0.056785957,0.057021209,0.519606406,0.061421192,1.077163981,0.0,0.140079862,0.0,0.360016941,1.067664205,0.692556238,4.122374988,0.383985107,0.172949832,0.269588405,0.027822429,0.517462676,0.047552833,0.0,0.0,1.029467387,0,321163803
434,0.535743872,0.464256128,0.866563579,0.082345043,0.153702258,0.040361224,0.535743872,0.177369857,4.394560956,0.006180539,0.640685636,0.0,0.94090497,0.162669755,0.97256477,1.010483637,0.56344763,0.436820898,1.195880473,0.130267247,2.040201851,0.048166134,0.0750566,0.011536369,0.453851901,0,321164175
435,0.716725976,0.283274024,0.395233372,0.01852578,0.025847787,0.004327295,0.716725976,0.065398797,15.11309054,0.004551735,0.255024194,0.0,0.629419755,0.149492695,0.895024243,1.555825717,0.157020732,0.178298267,0.355818266,0.126183237,4.281145972,0.010012273,0.245697329,0.006350732,0.309936888,0,321164854
436,0.794204057,0.205795943,0.259122252,0.025009158,0.031489588,0.019131759,0.794204057,0.121524059,6.351954383,0.023485948,0.436241942,0.0,0.339661182,0.327310969,0.86410495,1.747297627,0.39039835,0.069900893,0.549281936,0.276847185,1.307206445,0.049341444,0.939093894,0.02957168,0.141345869,0,321165073
437,0.809066903,0.190933097,0.235991729,0.052361655,0.064718573,0.02854291,0.809066903,0.274240853,9.608020156,6.41417e-06,0.465518679,0.0,0.975987731,0.288852411,0.995415263,2.177151979,0.316366305,0.18634836,0.575377237,-0.419304754,1.834489046,0.016837913,0.000122497,7.92786e-06,0.407577336,0,321165166
438,0.71550543,0.28449457,0.397613433,0.024538793,0.034295747,0.025051537,0.296652797,0.086253994,3.443061911,0.018680091,0.318763732,0.418852633,1.261041231,0.343682804,0.65541218,7.011250877,0.187751913,0.358759383,1.074534727,-0.054125084,0.979532419,0.017780104,0.761247356,0.062969544,3.837817052,0,321165563
439,0.743987896,0.256012104,0.344107888,0.017012941,0.022867228,0.024340432,0.632530216,0.066453658,2.730175782,0.052798601,0.331544879,0.11145768,0.83994094,0.738270899,0.847565263,3.234092122,0.634884644,0.215035047,0.524156586,0.067226632,0.698958046,0.040395539,3.103437635,0.083472061,0.820518704,0,321165837
440,0.823355903,0.176644097,0.214541605,0.077886193,0.094596022,0.014869735,0.48678983,0.440921576,29.65228185,0.053012869,0.784991704,0.336566073,2.816634259,0.038057221,0.984331644,1.20119005,0.195806162,0.497541814,1.612588546,-0.551574629,5.237900543,0.012338112,0.680645273,0.108902993,0.607155404,0,321166046
441,0.369805575,0.630194425,1.70412365,0.072847648,0.196989048,0.075405778,0.367358116,0.115595513,1.532979524,0.0,0.444465963,0.002447458,0.993377543,0.568188865,0.993379106,2.547398666,0.530803387,0.62602099,1.209898308,-0.084749173,0.96607515,0.106980839,0.0,0.0,1.605353912,0,321166587
442,0.722290005,0.277709995,0.384485446,-0.029572862,-0.040943197,-0.018210063,0.525462771,-0.106488289,5.847771554,0.041393744,0.425492391,0.196827234,0.592103988,0.162811627,0.689895967,1.655470909,0.30915852,0.164433196,0.809747929,-0.011792722,1.623984608,0.001804498,-1.399720566,0.078775787,0.394573073,0,321166614
443,0.349692704,0.650307296,1.859653601,0.045844769,0.13110016,0.029856335,0.301275786,0.070497086,2.361210316,0.011765311,0.529641745,0.048416918,1.066264934,0.30285261,0.994675652,1.368354994,0.55015273,0.693399866,1.757996394,0.104542758,1.535512296,0.092359537,0.256633663,0.039051632,0.953896044,0,321167270
444,0.212819553,0.787180447,3.698816373,0.03698715,0.173795824,0.020355254,0.212819553,0.046986875,2.30834137,0.006752289,0.28400897,0.0,1.0,0.394033592,1.0,3.023301813,0.218872894,0.787180447,1.334506,-0.005622247,1.817081192,0.078660004,0.1825577,0.031727766,2.379884073,0,321167441
445,0.549395447,0.450604553,0.820182538,0.006485248,0.011804335,0.008808287,0.24841076,0.014392326,1.633952853,1.4222e-05,0.102975946,0.300984687,0.761317596,0.663466186,0.591463935,2.36242595,0.267632934,0.343053175,0.414538992,0.079369067,0.736266594,0.104471081,0.002192982,5.72521e-05,1.370223397,0,321167839
446,0.394713521,0.605286479,1.533483012,0.013202252,0.03344768,0.02502695,0.394713521,0.021811575,0.871523501,0.026134369,0.406550766,0.0,0.39935437,0.435786224,0.636437321,7.636929332,0.213492797,0.2417238,1.029989459,-0.027193963,0.527521392,0.025091818,1.979538741,0.066210979,2.900564625,0,321168152
447,0.479570088,0.520429912,1.085200945,0.005808766,0.012112444,0.004834597,0.479570088,0.011161476,2.308667142,0.040471845,0.403276526,0.0,0.699727839,0.366585989,0.843729385,3.413571625,0.248631824,0.364159298,0.840912592,0.019111768,1.201499438,0.025049071,6.967373945,0.084391929,1.473320554,0,321168301
448,0.227093655,0.772906345,3.403469575,0.008843801,0.03894341,0.027735633,0.13796094,0.011442268,0.412547565,0.025345544,0.332521619,0.089132715,1.061474518,1.962800207,0.958381331,5.762024688,0.663763276,0.82042039,2.410259152,-0.068182252,0.31886063,0.023646523,2.865910607,0.183715361,4.932569523,1,321168848
449,0.595663602,0.404336398,0.678799908,0.1096644,0.184104585,0.106476522,0.254506234,0.271220699,2.547234768,0.018694676,0.772352014,0.341157368,1.567584648,0.112614114,0.888337764,2.131828647,0.574517401,0.63383153,3.034707648,0.032001216,1.029939732,0.024242811,0.170471691,0.073454687,1.521065825,0,321170592
450,0.164160533,0.835839467,5.091598158,0.003915033,0.023848809,0.004295806,0.128540828,0.004683953,1.090355018,0.016512924,0.335443824,0.035619705,0.343496522,0.088005617,0.415648778,0.649085056,0.74921449,0.28710795,2.609628621,-0.038143796,0.911361757,0.055959684,4.217824773,0.128464426,0.448353248,0,321170802
451,0.990161008,0.009838992,0.00993676,0.056336158,0.056895957,0.016742907,0.313654892,5.725805704,341.9839555,0.029702898,0.46842888,0.676506115,20.66079295,0.014416227,0.516936275,2.231120655,0.103584341,0.203281383,1.493453126,0.637189891,3.364777503,0.008888953,0.52724394,0.094699298,0.877371764,1,321171512
452,0.567040087,0.432959913,0.763543748,0.013071878,0.023052829,0.00570873,0.567040087,0.030191891,5.288723157,0.011992645,0.140883961,0.0,0.264788132,0.236176768,0.681682733,0.906367878,0.328355995,0.114642647,0.248455029,-0.130012031,2.28980512,0.044604705,0.917438529,0.021149554,0.152429286,0,321172148
453,0.835102371,0.164897629,0.197457982,0.134978559,0.161631153,0.141187388,0.835102371,0.818559733,5.797683097,0.000875353,0.738717109,0.0,0.962178365,0.266777968,0.993763302,3.752197408,0.271104023,0.158660931,0.884582699,0.236805721,0.956024198,0.091153022,0.006485125,0.001048198,0.599063312,0,321172232
454,0.434817076,0.565182924,1.299817681,0.111892219,0.257331705,0.083975117,0.434817076,0.19797523,2.357546338,0.028800309,0.557777775,0.0,0.971452266,0.319778719,0.983865308,2.418583858,0.474126556,0.549048232,1.282787188,-0.088945003,1.332444932,0.007317941,0.257393316,0.066235461,1.349696122,0,321172238
455,0.74206344,0.25793656,0.347593678,0.029498257,0.039751665,0.015155179,0.721506793,0.114362452,7.546096983,0.004515512,0.230712569,0.020556647,0.466643277,0.313992035,0.841871155,6.310176264,0.10379745,0.120364362,0.31976493,-0.066669268,1.946414298,0.016144483,0.153077251,0.006258447,0.902181211,0,321172935
456,0.600727114,0.399272886,0.66464935,0.131324374,0.218609034,0.109257751,0.504083974,0.32890882,3.010393458,0.00132161,0.215547345,0.09664314,1.058914378,0.591806223,0.926879774,6.277288113,0.234989576,0.4227958,0.427602059,0.024644185,1.201968484,0.011435262,0.01006371,0.002621806,2.863382202,0,321173095
457,0.623011191,0.376988809,0.605107605,0.009168906,0.014717081,0.004258869,0.623011191,0.024321427,5.71077206,0.043035364,0.502823521,0.0,0.93328028,0.219250552,0.974847412,1.85971852,0.277853584,0.351836221,0.807085857,-0.008717637,2.152897159,0.001748553,4.693620352,0.069076389,0.671198722,0,321173205
458,1.668415283,-0.668415283,-0.400628842,-0.097451024,-0.058409333,-0.078317963,1.662771425,0.145794129,-1.861566918,0.024769112,0.771365045,0.005643859,1.211188455,0.065763498,0.85319455,3.684905378,0.142690151,-0.809576874,0.463903236,-0.042971422,1.244299779,0.028465662,-0.254169847,0.014896282,-3.496522776,0,321173320
459,0.482179926,0.517820074,1.073914624,0.009063853,0.018797656,0.0015142,0.482179926,0.017503865,11.55980881,0.00518342,0.647427549,0.0,0.649575479,0.02858644,0.818543149,0.831801865,0.165822702,0.336363223,1.342709462,0.093346074,5.985901051,0.011569071,0.571878279,0.010749971,0.341811616,0,321173399
460,0.404670369,0.595329631,1.471147076,0.029138719,0.07200606,0.033056506,0.404670369,0.048945521,1.480662245,0.001653532,0.49683687,0.0,0.345942413,0.129081767,0.610620139,1.834134566,0.422041683,0.205949769,1.227756979,-0.004403083,0.881482107,0.07522367,0.056746915,0.004086122,0.618616332,0,321173442
461,0.333303635,0.666696365,2.000267309,0.095313417,0.285965728,0.066992506,0.333303635,0.142963756,2.13402611,0.001776252,0.912457672,0.0,0.944378609,0.035466413,0.962917421,0.923313991,0.84138567,0.629613786,2.737616924,0.247722909,1.42274745,0.328179532,0.018635912,0.005329232,0.603718662,0,321173748
462,0.632506614,0.367493386,0.581011135,0.006642052,0.010501159,0.008853031,0.451846742,0.018073937,2.041553531,0.044833263,0.209711923,0.180659872,0.309403469,0.474288608,0.565550471,1.761366067,0.501564368,0.113703728,0.4641218,0.037829972,0.750257419,0.024498284,6.749911237,0.099222279,0.354122044,0,321174018
463,0.223472929,0.776527071,3.474814933,0.08704232,0.389498273,0.067845576,0.190387852,0.112091804,1.652160827,0.006871835,0.385913822,0.033085077,0.336015992,0.050976005,0.451313366,1.189052317,0.326635813,0.260925514,2.026987639,0.033291758,1.282947608,0.028478363,0.078948207,0.036093874,0.68744715,0,321174270
464,0.847457405,0.152542595,0.18000031,-0.239529016,-0.282644313,-0.507285372,0.366320463,-1.570243481,3.095384903,0.09524759,0.357560478,0.481136942,1.663190492,0.555865273,0.620027857,5.859557766,0.039370876,0.253707394,0.976086553,-0.069961327,0.472178047,0.024449941,-0.397645312,0.260011656,2.397655389,1,321174539
465,0.579001528,0.420998472,0.72711116,0.113264479,0.195620345,0.03128023,0.579001528,0.269037742,8.600887542,1.16871e-05,0.447696308,0.0,0.980574602,0.150271075,0.991821937,1.524519902,0.241999935,0.41282041,0.773221291,0.044757168,3.620960517,0.115594071,0.000103184,2.0185e-05,0.634542257,0,321175029
466,0.723393229,0.276606771,0.382374011,0.038273776,0.052908673,0.066999911,0.243602782,0.138368905,2.065210291,0.05814066,0.204004138,0.479790447,1.107167738,0.605423267,0.549852875,5.407101315,0.373201828,0.306250093,0.837445845,0.018701826,0.57125115,0.028910531,1.519072996,0.238669933,3.011578833,0,321175084
467,0.614089229,0.385910771,0.628427846,-0.089156497,-0.145184922,-0.074455881,0.614089229,-0.231028785,3.102895065,0.010104724,0.522319942,0.0,0.960366794,0.386144554,0.984705119,1.411202883,0.507095868,0.37061589,0.850560338,0.022563886,1.197440628,0.010574432,-0.113336936,0.016454814,0.531137904,0,321176359
468,0.601798802,0.398201198,0.66168493,0.12508634,0.207854087,0.090783257,0.601798802,0.314128488,3.460202877,0.0,0.96967107,0.0,0.923835161,0.0,0.96967107,1.769755562,0.53720343,0.367872268,1.611287803,-0.082382566,1.377856931,0.180998297,0.0,0.0,0.671407049,0,321176512
469,0.158323921,0.841676079,5.316164941,0.014874745,0.093951344,0.048134361,0.148237411,0.017672767,0.367154908,0.003464588,0.131846064,0.01008651,-0.010938337,0.023249895,0.139030874,0.649067343,0.754647195,-0.009206537,0.88942503,0.033959807,0.309025503,0.1727635,0.232917458,0.023371886,-0.04298083,0,321176559
470,0.344146519,0.655853481,1.905739107,0.186923397,0.543150623,0.248130835,0.16867095,0.285007859,1.148619272,0.020016753,0.153664647,0.17547557,0.32307297,0.301190787,0.380559482,1.694603709,0.301601919,0.211888532,0.911032085,0.030414087,0.753325947,0.063662899,0.107085325,0.118673385,0.94352423,0,321177366
471,0.290267666,0.709732334,2.445096091,0.079502703,0.273894452,0.062712151,0.290267666,0.112017868,1.786222724,0.009813181,0.286761416,0.0,0.294256685,0.167502587,0.49911115,1.095904642,0.420524873,0.208843484,0.987920634,0.057772937,1.267740024,0.164642268,0.123432038,0.03380735,0.45856027,0,321177515
472,0.82249987,0.17750013,0.215805664,0.030315421,0.03685766,0.004754681,0.594706309,0.170790978,35.9206002,0.055628915,0.674998986,0.22779356,1.20263537,0.020887251,0.808174244,0.576439757,0.247071786,0.213467935,1.135012317,0.356680854,6.375911219,0.01376537,1.835003883,0.093540146,0.152258508,0,321177519
473,0.238829281,0.761170719,3.187091288,0.034006835,0.142389723,0.019044301,0.238829281,0.044677014,2.345951936,0.004732436,0.065829716,0.0,0.405393487,0.269687701,0.547402933,1.84355424,0.206264169,0.308573652,0.275635029,-0.005825483,1.785669922,0.021950754,0.139161323,0.019815142,1.039220345,1,321177735
474,0.667541488,0.332458512,0.498034232,0.034533106,0.051731774,0.019224461,0.667541488,0.103871925,5.403112472,0.01343519,0.145566231,0.0,0.151857696,0.318687424,0.718027872,1.545126889,0.265502216,0.050486384,0.218063197,0.043388585,1.796310733,0.015462592,0.389052473,0.020126375,0.10864184,0,321177981
475,0.288851878,0.711148122,2.46198199,0.127298674,0.440705718,0.084593693,0.248225883,0.179004444,2.116049542,0.003900784,0.389130435,0.040625996,0.770817956,0.270636973,0.796391624,2.36682119,0.35959127,0.548165741,1.567646494,0.010345026,1.504824657,0.050459792,0.030642773,0.015714656,1.629110921,0,321178159
476,0.303284781,0.696715219,2.297231056,0.019646587,0.064779338,0.00640537,0.281852782,0.028198878,4.402380968,0.029636896,0.699994354,0.021431999,0.882433774,0.064118119,0.896657822,1.138540668,0.266603574,0.61480504,2.483546015,-0.003936769,3.067205819,0.006570259,1.508500958,0.105150268,0.780655143,0,321178513
477,0.253141053,0.746858947,2.950366757,-0.051567193,-0.203709327,-0.028757343,0.253141053,-0.069045425,2.400966813,0.002572655,0.551823618,0.0,0.871260475,0.196313488,0.903849734,2.470651193,0.226273769,0.650708681,2.179905677,-0.105900742,1.793183546,0.060668046,-0.049889368,0.01016293,1.778696302,0,321178887
478,0.345008523,0.654991477,1.89847912,0.095134004,0.275743924,0.049327498,0.345008523,0.145244644,2.944496478,0.0,0.41647693,0.0,0.24282282,0.045409913,0.504055401,0.851054509,0.389800324,0.159046878,1.207149684,0.127723256,1.928620097,0.104921749,0.0,0.0,0.268537074,0,321179085
479,0.555745571,0.444254429,0.799384561,0.039671915,0.071385031,0.013358581,0.555745571,0.089299987,6.68484086,0.018009474,0.47384791,0.0,0.653864824,0.125390177,0.846227915,2.242660786,0.129368732,0.290482344,0.852634613,-0.013713966,2.969770161,0.001314938,0.453960294,0.03240597,0.76983204,0,321179239
480,0.349638799,0.650361201,1.860094481,0.006238396,0.017842403,0.002137305,0.349638799,0.009592203,4.487989936,0.001951915,0.390920183,0.0,0.977816298,0.203730793,0.985572581,1.699574086,0.203346767,0.635933782,1.118068658,0.072472439,2.918814524,0.07053415,0.312887237,0.00558266,1.096638235,0,321179360
481,0.606774649,0.393225351,0.648058306,0.065111923,0.107308246,0.035324716,0.606774649,0.165584246,4.687489839,0.060129167,0.495083604,0.0,0.728906104,0.216095266,0.893399007,1.248293035,0.472702513,0.286624359,0.815926645,0.000528613,1.843239838,0.008447078,0.923473987,0.099096374,0.400483085,0,321180326
482,0.81846241,0.18153759,0.22180321,0.021458899,0.026218552,0.017603269,0.665831061,0.118206369,6.71502355,0.010136095,0.209830405,0.152631349,0.801182291,0.493380603,0.811275763,5.109144772,0.172079775,0.145444702,0.315140608,-0.148319385,1.219029191,0.001832158,0.472349263,0.015223224,0.915962332,0,321180427
483,0.529154932,0.470845068,0.889805688,0.042110962,0.079581535,0.014802229,0.527734968,0.089436981,6.042129488,2.63477e-06,0.795918815,0.001419964,0.870439075,0.04979358,0.937576913,3.542546293,0.105598825,0.409841946,1.508179037,0.001369112,2.844906872,0.001393216,6.25673e-05,4.9926e-06,1.548549292,0,321180473
484,0.466969721,0.533030279,1.141466468,-0.060472481,-0.129499789,-0.120789017,0.466969721,-0.113450367,0.939244057,8.0514e-07,0.174983565,0.0,-0.227464148,0.341041457,0.345724443,1.203664563,0.386220744,-0.121245278,0.374721437,0.007168061,0.500645521,0.01414657,-1.33142e-05,1.72418e-06,-0.422124174,0,321181928
485,0.495551301,0.504448699,1.017954546,0.023370493,0.047160592,0.047962598,0.495551301,0.04632878,0.965935576,8.45247e-05,0.177748403,0.0,0.006817539,0.659275821,0.498990399,3.784892522,0.354430532,0.003439099,0.358688198,0.0465743,0.487264945,0.073175638,0.003616727,0.000170567,0.026085911,0,321181973
486,0.390810533,0.609189467,1.558784668,0.043568535,0.111482499,0.085693845,0.127168225,0.071518858,0.834585708,0.005935676,0.369256386,0.263642308,0.712322408,0.377347148,0.561107533,2.895847372,0.440669589,0.433939308,2.903684352,-0.24450494,0.508420823,0.199310594,0.136237688,0.046675783,2.239538644,0,321182276
487,0.495573133,0.504426867,1.017865644,0.108874863,0.219694845,0.080067122,0.495573133,0.215838747,2.69572255,0.009996255,0.375822096,0.0,0.8226036,0.393216949,0.91051649,2.411845975,0.428394608,0.414943357,0.758358497,0.009765564,1.359794879,0.017830822,0.091814168,0.020171099,1.099133816,0,321182279
488,0.337287241,0.662712759,1.964831987,0.105005812,0.31132459,0.027924602,0.333616693,0.158448454,5.674152716,0.000129326,0.448194643,0.003670547,0.904670385,0.128966931,0.933153301,1.484130294,0.211031041,0.599536607,1.343441895,-0.0529252,3.760333403,0.007293514,0.001231609,0.000387649,0.95353083,0,321182363
489,0.608094237,0.391905763,0.644481956,0.210830303,0.346706629,0.123855511,0.608094237,0.537961732,4.343462227,0.000601243,0.52054489,0.0,0.671378607,0.206004435,0.871211382,1.421704358,0.553246305,0.263117145,0.85602668,-0.022451973,1.702227879,0.030906802,0.002851787,0.000988734,0.429373169,0,321182848
490,0.631548288,0.368451712,0.583410197,0.057021556,0.090288513,0.063941591,0.631548288,0.154759915,2.420332583,0.033732582,0.605208748,0.0,0.499102644,0.235748483,0.815443512,4.936005084,0.313255076,0.183895223,0.958293702,0.100322135,0.891775683,0.090996124,0.591575978,0.053412515,1.113146091,0,321182849
491,0.91949288,0.08050712,0.087556002,-0.027170154,-0.029549064,-0.021475352,0.91949288,-0.337487594,15.71511316,0.012357096,0.564918632,0.0,0.663814002,0.322496785,0.972934633,2.718036446,0.28091372,0.053441754,0.614380649,0.703951971,1.265178506,0.047104353,-0.45480403,0.013439034,0.149297424,1,321183100
492,0.83519699,0.16480301,0.197322323,-0.769880254,-0.921794814,-0.007801164,0.83519699,-4.67151815,598.8232523,0.122496405,0.515959713,0.0,-1.937084014,0.0,0.515959713,0.270113288,0.018396146,-0.319237277,0.617770082,0.142959239,98.68787459,0.001066227,-0.159110985,0.14666768,-0.167125898,1,321183119
493,0.67726237,0.32273763,0.476532647,-0.034129588,-0.050393451,-0.021771082,0.67726237,-0.10575026,4.857372646,0.01142597,0.816992678,0.0,0.845320634,0.084895149,0.950079148,3.409861042,0.196796163,0.272816778,1.206316362,0.224542998,1.567656934,0.050897613,-0.334781957,0.016870818,0.979147163,0,321183201
494,0.326524332,0.673475668,2.0625589,0.050403242,0.154362897,0.024759273,0.326524332,0.07484048,3.022725196,0.009452238,0.276913125,0.0,0.475386584,0.181641065,0.646685629,2.10442449,0.190550158,0.320161297,0.848062756,-0.000774756,2.035731869,0.050755081,0.18753235,0.028948037,1.041859048,0,321183459
495,0.25778829,0.74221171,2.879152154,0.140780526,0.546109079,0.095856241,0.255986058,0.189677047,1.978765767,1.2047e-06,0.495468117,0.001802232,0.973049128,0.328684224,0.978194515,3.158137382,0.357420206,0.722208457,1.935527744,-0.01702223,1.468663124,0.058238918,8.5573e-06,4.70612e-06,2.331676872,0,321183486
496,0.518738777,0.481261223,0.927752548,0.027528686,0.053068494,0.023755479,0.209944727,0.05720113,2.407913104,0.024411109,0.165845699,0.308794051,0.642980372,0.305082678,0.519386246,1.04639944,0.479039306,0.30944152,0.789949344,-0.193840166,1.158835204,0.00400354,0.886751717,0.116273982,0.623427045,0,321183493
497,0.511625746,0.488374254,0.954553711,0.014587188,0.028511443,0.004209947,0.511625746,0.029868872,7.09483381,0.000347119,0.282475422,0.0,-0.324416138,0.020408421,0.353189256,0.786001472,0.123567498,-0.15843649,0.552113383,0.046697746,3.46493417,0.028673705,0.02379614,0.000678462,-0.352590889,0,321183736
498,0.559958335,0.440041665,0.785847155,0.086526377,0.154522885,0.051399726,0.171224138,0.196632238,3.825550309,0.014375677,0.166975975,0.388734197,1.609108799,0.423145083,0.879299053,3.453504104,0.246505639,0.708074915,0.975189459,-0.01057299,1.683401526,0.003173052,0.166142129,0.083958236,2.781010187,0,321183979
499,0.654068834,0.345931166,0.52889107,0.002749329,0.004203425,0.001741565,0.269768999,0.007947619,4.563492829,0.091148886,0.583046418,0.384299836,1.197639657,0.063993401,0.684069881,1.339770871,0.388812012,0.414300882,2.161280281,-0.071202684,1.578654393,0.004980584,33.15313808,0.337877541,0.811420396,0,321184212
500,0.252930573,0.747069427,2.953654111,0.150213791,0.593893372,0.051017614,0.217424586,0.201070724,3.941202027,0.006339565,0.977771095,0.035505987,1.01777222,0.0,0.977771095,1.044069256,0.405044076,0.760346509,4.497058564,-0.149466974,2.94435154,0.051224057,0.042203618,0.029157537,0.811902109,0,321184757
501,0.109625141,0.890374859,8.121995121,0.073728583,0.672551777,0.096821161,0.107197823,0.082806228,0.855249277,0.002407522,0.29549679,0.002427318,0.288696343,0.090281918,0.364245789,1.724141429,0.428349348,0.257047966,2.756555881,-0.007878255,0.761492455,0.089806157,0.032653843,0.02245868,1.216725245,0,321184787
