CODIGO_EMPRESA,FRACASO,B11,B12,B13,B14,B21,B22,B23,B24,B31,B32,B41,B42,B43,B44,B45,B46,B47,B48,B51,B52,B53,B54,B61,B62,B63,B64,B65,B66,B67,B68,B69,B610,B611,B612,B613,B81,B82,B83,B84,B85
321165563,0,-0.015720044,-0.015398292,-0.054125084,-0.02152086,0.025051537,0.024538793,0.086253994,0.034295747,0.296652797,0.418852633,0.017416188,0.318763732,0.65541218,0.358759383,0.28449457,0.397613433,0.71550543,1.261041231,0.058708998,1.074534727,2.209357833,0.024341099,0.017780104,0.307644278,0.343682804,3.072910501,1.494528861,0.366255753,3.443061911,0.979532419,0.18630912,7.011250877,3.837817052,0.187751913,0.09231856,0.026107546,0.062969544,0.018680091,0.019070417,0.761247356
321165837,0,0.024623555,0.017210832,0.067226632,0.023133214,0.024340432,0.017012941,0.066453658,0.022867228,0.632530216,0.11145768,0.028234787,0.331544879,0.847565263,0.215035047,0.256012104,0.344107888,0.743987896,0.83994094,0.044637846,0.524156586,1.339960118,0.037950599,0.040395539,0.394628387,0.738270899,2.108185319,0.824665753,0.307650865,2.730175782,0.698958046,0.10773672,3.234092122,0.820518704,0.634884644,0.259937841,0.070967016,0.083472061,0.052798601,0.075539013,3.103437635
321166046,0,-0.018601423,-0.097432402,-0.551574629,-0.118335706,0.014869735,0.077886193,0.440921576,0.094596022,0.48678983,0.336566073,0.064625802,0.784991704,0.984331644,0.497541814,0.176644097,0.214541605,0.823355903,2.816634259,0.132759145,1.612588546,2.022087528,0.078490725,0.012338112,0.136847038,0.038057221,6.672555281,5.321276191,0.094988786,29.65228185,5.237900543,0.078863532,1.20119005,0.607155404,0.195806162,0.039357277,0.064386335,0.108902993,0.053012869,0.010121015,0.680645273
321166587,0,-0.055283956,-0.053408456,-0.084749173,-0.14442307,0.075405778,0.072847648,0.115595513,0.196989048,0.367358116,0.002447458,0.10335153,0.444465963,0.993379106,0.62602099,0.630194425,1.70412365,0.369805575,0.993377543,0.281337273,1.209898308,2.704116399,0.279475318,0.106980839,0.341227923,0.568188865,2.17356385,0.972514062,0.648004443,1.532979524,0.96607515,0.265032301,2.547398666,1.605353912,0.530803387,0.127151308,0,0,0,0,0
321166614,0,-0.002016618,-0.003274957,-0.011792722,-0.00453413,-0.018210063,-0.029572862,-0.106488289,-0.040943197,0.525462771,0.196827234,0.002930477,0.425492391,0.689895967,0.164433196,0.277709995,0.384485446,0.722290005,0.592103988,0.005576946,0.809747929,1.312930249,0.004057203,0.001804498,0.260200688,0.162811627,3.816718335,2.353955794,0.101252927,5.847771554,1.623984608,0.007031959,1.655470909,0.394573073,0.30915852,0.05254464,0.057309036,0.078775787,0.041393744,0.025489,-1.399720566
321167270,0,0.044275072,0.067984918,0.104542758,0.194413316,0.029856335,0.045844769,0.070497086,0.13110016,0.301275786,0.048416918,0.141819205,0.529641745,0.994675652,0.693399866,0.650307296,1.859653601,0.349692704,1.066264934,0.470728853,1.757996394,3.301545292,0.405553801,0.092359537,0.252568827,0.30285261,2.899152702,1.543731661,0.451575587,2.361210316,1.535512296,0.195097786,1.368354994,0.953896044,0.55015273,0.076751473,0.033644714,0.039051632,0.011765311,0.007662141,0.256633663
321167441,0,-0.002435622,-0.004425723,-0.005622247,-0.02079566,0.020355254,0.03698715,0.046986875,0.173795824,0.212819553,0,0.142931613,0.28400897,1,0.787180447,0.787180447,3.698816373,0.212819553,1,0.671609403,1.334506,4.698816373,0.671609403,0.078660004,0.077639545,0.394033592,6.397971125,1.817081192,0.433211488,2.30834137,1.817081192,0.432125405,3.023301813,2.379884073,0.218872894,0.036842394,0.031727766,0.031727766,0.006752289,0.003716008,0.1825577
321167839,0,0.048574882,0.035764063,0.079369067,0.065097123,0.008808287,0.006485248,0.014392326,0.011804335,0.24841076,0.300984687,0.076918567,0.102975946,0.591463935,0.343053175,0.450604553,0.820182538,0.549395447,0.761317596,0.309642654,0.414538992,2.380991606,0.140005832,0.104471081,0.035117645,0.663466186,7.149889089,1.244820775,0.465936086,1.633952853,0.736266594,0.307228231,2.36242595,1.370223397,0.267632934,-0.072410949,2.58867E-05,5.72521E-05,1.4222E-05,1.93164E-05,0.002192982
321168152,0,-0.031202788,-0.016460138,-0.027193963,-0.04170148,0.02502695,0.013202252,0.021811575,0.03344768,0.394713521,0,0.013236471,0.406550766,0.636437321,0.2417238,0.605286479,1.533483012,0.394713521,0.39935437,0.033534373,1.029989459,1.612403141,0.033534373,0.025091818,0.72007081,0.435786224,1.297553554,0.828866212,0.458225589,0.871523501,0.527521392,0.158831022,7.636929332,2.900564625,0.213492797,0.055514731,0.066210979,0.066210979,0.026134369,0.049541818,1.979538741
321168301,0,0.008278269,0.009946336,0.019111768,0.020740108,0.004834597,0.005808766,0.011161476,0.012112444,0.479570088,0,0.030096445,0.403276526,0.843729385,0.364159298,0.520429912,1.085200945,0.479570088,0.699727839,0.062757136,0.840912592,1.759345312,0.062757136,0.025049071,0.306542756,0.366585989,2.979343854,1.424034126,0.303087364,2.308667142,1.201499438,0.121764599,3.413571625,1.473320554,0.248631824,0.042914635,0.084391929,0.084391929,0.040471845,0.033684447,6.967373945
321168848,1,-0.16527125,-0.052698495,-0.068182252,-0.23205622,0.027735633,0.008843801,0.011442268,0.03894341,0.13796094,0.089132715,0.007539945,0.332521619,0.958381331,0.82042039,0.772906345,3.403469575,0.227093655,1.061474518,0.054652754,2.410259152,6.946758467,0.03320192,0.023646523,1.01919661,1.962800207,0.958916991,0.332707473,2.572974873,0.412547565,0.31886063,0.045332009,5.762024688,4.932569523,0.663763276,0.142133553,0.111608332,0.183715361,0.025345544,0.079487844,2.865910607
321170592,0,0.01256312,0.012939256,0.032001216,0.021722422,0.106476522,0.1096644,0.271220699,0.184104585,0.254506234,0.341157368,0.024968634,0.772352014,0.888337764,0.63383153,0.404336398,0.678799908,0.595663602,1.567584648,0.098106178,3.034707648,3.490436171,0.04191734,0.024242811,0.532962765,0.112614114,1.333510773,1.159401044,0.615406427,2.547234768,1.029939732,0.059919606,2.131828647,1.521065825,0.574517401,0.169928449,0.03138462,0.073454687,0.018694676,0.018151233,0.170471691
321170802,0,-0.034982914,-0.03188209,-0.038143796,-0.194212881,0.004295806,0.003915033,0.004683953,0.023848809,0.128540828,0.035619705,0.050999516,0.335443824,0.415648778,0.28710795,0.835839467,5.091598158,0.164160533,0.343496522,0.396757334,2.609628621,3.233593434,0.310668559,0.055959684,0.284487469,0.088005617,2.716883401,2.192624654,0.315031816,1.090355018,0.911361757,0.079641817,0.649085056,0.448353248,0.74921449,0.046572505,0.100590096,0.128464426,0.016512924,0.018118956,4.217824773
321171512,1,0.001863216,0.006269306,0.637189891,0.006331603,0.016742907,0.056336158,5.725805704,0.056895957,0.313654892,0.676506115,0.02990935,0.46842888,0.516936275,0.203281383,0.009838992,0.00993676,0.990161008,20.66079295,0.095357512,1.493453126,1.64810525,0.030206552,0.008888953,0.130326457,0.014416227,7.183112845,6.509076001,0.06041451,341.9839555,3.364777503,0.129090127,2.231120655,0.877371764,0.103584341,0.034725834,0.029998049,0.094699298,0.029702898,0.008827596,0.52724394
321172148,0,-0.024582877,-0.056289998,-0.130012031,-0.099269873,0.00570873,0.013071878,0.030191891,0.023052829,0.567040087,0,0.102136081,0.140883961,0.681682733,0.114642647,0.432959913,0.763543748,0.567040087,0.264788132,0.180121447,0.248455029,1.202177323,0.180121447,0.044604705,0.006983845,0.236176768,16.25312848,3.359048144,0.050066552,5.288723157,2.28980512,0.13580051,0.906367878,0.152429286,0.328355995,-0.000101568,0.021149554,0.021149554,0.011992645,0.005237409,0.917438529
321172232,0,0.040844889,0.039048702,0.236805721,0.04675918,0.141187388,0.134978559,0.818559733,0.161631153,0.835102371,0,0.087144495,0.738717109,0.993763302,0.158660931,0.164897629,0.197457982,0.835102371,0.962178365,0.104351871,0.884582699,1.189989799,0.104351871,0.091153022,0.675109413,0.266777968,1.29416821,0.962024051,0.165959117,5.797683097,0.956024198,0.329035444,3.752197408,0.599063312,0.271104023,-0.00592699,0.001048198,0.001048198,0.000875353,0.000915618,0.006485125
321172238,0,-0.037727786,-0.050270197,-0.088945003,-0.115612288,0.083975117,0.111892219,0.19797523,0.257331705,0.434817076,0,0.009750754,0.557777775,0.983865308,0.549048232,0.565182924,1.299817681,0.434817076,0.971452266,0.022424957,1.282787188,2.262710831,0.022424957,0.007317941,0.411294311,0.319778719,2.388845509,1.354296082,0.41206073,2.357546338,1.332444932,0.023969761,2.418583858,1.349696122,0.474126556,0.168827664,0.066235461,0.066235461,0.028800309,0.021614634,0.257393316
321172935,0,-0.008834934,-0.017196442,-0.066669268,-0.023173816,0.015155179,0.029498257,0.114362452,0.039751665,0.721506793,0.020556647,0.031423852,0.230712569,0.841871155,0.120364362,0.25793656,0.347593678,0.74206344,0.466643277,0.043553093,0.31976493,1.166823601,0.042346585,0.016144483,0.102387615,0.313992035,8.436533413,2.312009726,0.061839025,7.546096983,1.946414298,0.23553491,6.310176264,0.902181211,0.10379745,0.035253544,0.006085076,0.006258447,0.004515512,0.002319913,0.153077251
321173095,0,0.008186367,0.009839755,0.024644185,0.016379741,0.109257751,0.131324374,0.32890882,0.218609034,0.504083974,0.09664314,0.013744824,0.215547345,0.926879774,0.4227958,0.399272886,0.66464935,0.600727114,1.058914378,0.027266933,0.427602059,1.838740808,0.022880313,0.011435262,0.167150407,0.591806223,5.576354845,1.296790067,0.351752817,3.010393458,1.201968484,0.093086745,6.277288113,2.863382202,0.234989576,0.112144356,0.002200018,0.002621806,0.00132161,0.001099538,0.01006371
321173205,0,-0.001526525,-0.003286452,-0.008717637,-0.005275109,0.004258869,0.009168906,0.024321427,0.014717081,0.623011191,0,0.003764455,0.502823521,0.974847412,0.351836221,0.376988809,0.605107605,0.623011191,0.93328028,0.006042355,0.807085857,1.564734995,0.006042355,0.001748553,0.231808131,0.219250552,4.281615857,2.208445273,0.163424537,5.71077206,2.152897159,0.007181459,1.85971852,0.671198722,0.277853584,0.034371986,0.069076389,0.069076389,0.043035364,0.019989512,4.693620352
321173320,0,0.023083469,0.028722755,-0.042971422,0.017215591,-0.078317963,-0.097451024,0.145794129,-0.058409333,1.662771425,0.005643859,0.035419817,0.771365045,0.85319455,-0.809576874,-0.668415283,-0.400628842,1.668415283,1.211188455,0.021301675,0.463903236,0.513115957,0.021229617,0.028465662,0.575383248,0.065763498,1.613114033,1.458400992,-0.65062848,-1.861566918,1.244299779,0.15297645,3.684905378,-3.496522776,0.142690151,-0.043388569,0.014845891,0.014896282,0.024769112,0.019906065,-0.254169847
321173399,0,0.008075053,0.048336471,0.093346074,0.100245714,0.0015142,0.009063853,0.017503865,0.018797656,0.482179926,0,0.069251312,0.647427549,0.818543149,0.336363223,0.517820074,1.073914624,0.482179926,0.649575479,0.143621308,1.342709462,1.697588606,0.143621308,0.011569071,0.092036217,0.02858644,9.245669354,7.31287173,0.05619258,11.55980881,5.985901051,0.070373041,0.831801865,0.341811616,0.165822702,0.001426358,0.010749971,0.010749971,0.00518342,0.000865938,0.571878279
321173442,0,-0.002973726,-0.002621286,-0.004403083,-0.006477583,0.033056506,0.029138719,0.048945521,0.07200606,0.404670369,0,0.066308319,0.49683687,0.610620139,0.205949769,0.595329631,1.471147076,0.404670369,0.345942413,0.16385761,1.227756979,1.50893217,0.16385761,0.07522367,0.181467491,0.129081767,1.77418819,1.443585057,0.233640329,1.480662245,0.881482107,0.199171912,1.834134566,0.618616332,0.422041683,0.044359562,0.004086122,0.004086122,0.001653532,0.001875855,0.056746915
321173748,0,0.116082417,0.165155963,0.247722909,0.495512037,0.066992506,0.095313417,0.142963756,0.285965728,0.333303635,0,0.466916593,0.912457672,0.962917421,0.629613786,0.666696365,2.000267309,0.333303635,0.944378609,1.400874589,2.737616924,2.889009659,1.400874589,0.328179532,0.229904012,0.035466413,1.559247616,1.477538384,0.442533765,2.13402611,1.42274745,0.447712974,0.923313991,0.603718662,0.84138567,0.108372443,0.005329232,0.005329232,0.001776252,0.001248466,0.018635912
321174018,0,0.018529993,0.013902265,0.037829972,0.021979635,0.008853031,0.006642052,0.018073937,0.010501159,0.451846742,0.180659872,0.01838002,0.209711923,0.565550471,0.113703728,0.367493386,0.581011135,0.632506614,0.309403469,0.040677553,0.4641218,1.251642244,0.029059016,0.024498284,0.247388627,0.474288608,3.577562056,1.326596756,0.151552954,2.041553531,0.750257419,0.057243243,1.761366067,0.354122044,0.501564368,0.073596224,0.070881889,0.099222279,0.044833263,0.059757174,6.749911237
321174270,0,0.020150434,0.025851951,0.033291758,0.115682699,0.067845576,0.08704232,0.112091804,0.389498273,0.190387852,0.033085077,0.036536248,0.385913822,0.451313366,0.260925514,0.776527071,3.474814933,0.223472929,0.336015992,0.191904304,2.026987639,2.370494556,0.163492949,0.028478363,0.213887415,0.050976005,3.324440676,2.84269801,0.203379712,1.652160827,1.282947608,0.09626019,1.189052317,0.68744715,0.326635813,0.030788036,0.03075019,0.036093874,0.006871835,0.005356287,0.078948207
321174539,1,-0.022601818,-0.010672082,-0.069961327,-0.012593061,-0.507285372,-0.239529016,-1.570243481,-0.282644313,0.366320463,0.481136942,0.011544725,0.357560478,0.620027857,0.253707394,0.152542595,0.18000031,0.847457405,1.663190492,0.031515371,0.976086553,1.692583189,0.013622779,0.024449941,0.729331964,0.555865273,1.320554357,0.761543278,0.537312982,3.095384903,0.472178047,0.109103137,5.859557766,2.397655389,0.039370876,-0.18472846,0.112392186,0.260011656,0.09524759,0.20171965,-0.397645312
321175029,0,0.005203785,0.0188427,0.044757168,0.032543437,0.03128023,0.113264479,0.269037742,0.195620345,0.579001528,0,0.418561569,0.447696308,0.991821937,0.41282041,0.420998472,0.72711116,0.579001528,0.980574602,0.722902356,0.773221291,1.712986737,0.722902356,0.115594071,0.008046136,0.150271075,8.08798386,3.650817129,0.114008537,8.600887542,3.620960517,0.643366937,1.524519902,0.634542257,0.241999935,0.062329416,2.0185E-05,2.0185E-05,1.16871E-05,3.22763E-06,0.000103184
321175084,0,0.009055652,0.005173052,0.018701826,0.007151092,0.066999911,0.038273776,0.138368905,0.052908673,0.243602782,0.479790447,0.016515174,0.204004138,0.549852875,0.306250093,0.276606771,0.382374011,0.723393229,1.107167738,0.067795506,0.837445845,2.257169931,0.022830147,0.028910531,0.309172533,0.605423267,2.800193939,1.038916364,0.536104116,2.065210291,0.57125115,0.162405659,5.407101315,3.011578833,0.373201828,0.195187522,0.080372137,0.238669933,0.05814066,0.101777755,1.519072996
321176359,0,0.007271882,0.008707647,0.022563886,0.014179774,-0.074455881,-0.089156497,-0.231028785,-0.145184922,0.614089229,0,0.012662254,0.522319942,0.984705119,0.37061589,0.385910771,0.628427846,0.614089229,0.960366794,0.020619568,0.850560338,1.603521236,0.020619568,0.010574432,0.42195551,0.386144554,2.292542427,1.216039812,0.309506694,3.102895065,1.197440628,0.018146559,1.411202883,0.531137904,0.507095868,-0.075627925,0.016454814,0.016454814,0.010104724,0.008438601,-0.113336936
321176512,0,-0.023808594,-0.032804836,-0.082382566,-0.054511302,0.090783257,0.12508634,0.314128488,0.207854087,0.601798802,0,0.249389758,0.96967107,0.96967107,0.367872268,0.398201198,0.66168493,0.601798802,0.923835161,0.414407202,1.611287803,1.611287803,0.414407202,0.180998297,0.36442363,0,1.420952912,1.420952912,0.266988727,3.460202877,1.377856931,0.455163534,1.769755562,0.671407049,0.53720343,0.139547898,0,0,0,0,0
321176559,0,0.092494492,0.028583157,0.033959807,0.180535933,0.048134361,0.014874745,0.017672767,0.093951344,0.148237411,0.01008651,0.053388328,0.131846064,0.139030874,-0.009206537,0.841676079,5.316164941,0.158323921,-0.010938337,0.36015421,0.88942503,0.937893297,0.337209483,0.1727635,0.209356432,0.023249895,2.343835642,2.222711361,-0.029792159,0.367154908,0.309025503,0.249244063,0.649067343,-0.04298083,0.754647195,0.061497284,0.021882908,0.023371886,0.003464588,0.011211333,0.232917458
321177366,0,0.026478824,0.019947185,0.030414087,0.057961316,0.248130835,0.186923397,0.285007859,0.543150623,0.16867095,0.17547557,0.047958913,0.153664647,0.380559482,0.211888532,0.655853481,1.905739107,0.344146519,0.32307297,0.284334163,0.911032085,2.256224217,0.13935609,0.063662899,0.127922264,0.301190787,4.90240248,1.979522212,0.28127072,1.148619272,0.753325947,0.213557555,1.694603709,0.94352423,0.301601919,0.003495404,0.058163461,0.118673385,0.020016753,0.026571171,0.107085325
321177515,0,0.032343635,0.041003321,0.057772937,0.141260381,0.062712151,0.079502703,0.112017868,0.273894452,0.290267666,0,0.208723593,0.286761416,0.49911115,0.208843484,0.709732334,2.445096091,0.290267666,0.294256685,0.719072834,0.987920634,1.719485871,0.719072834,0.164642268,0.061556645,0.167502587,4.420887723,2.539995398,0.164736839,1.786222724,1.267740024,0.458297023,1.095904642,0.45856027,0.420524873,0.061276918,0.03380735,0.03380735,0.009813181,0.007740689,0.123432038
321177519,0,0.009929702,0.063310898,0.356680854,0.076973749,0.004754681,0.030315421,0.170790978,0.03685766,0.594706309,0.22779356,0.087766774,0.674998986,0.808174244,0.213467935,0.17750013,0.215805664,0.82249987,1.20263537,0.147580029,1.135012317,1.358946814,0.106707341,0.01376537,0.092101692,0.020887251,9.445808589,7.889277918,0.033480381,35.9206002,6.375911219,0.062600681,0.576439757,0.152258508,0.247071786,0.027180095,0.06763395,0.093540146,0.055628915,0.008724857,1.835003883
321177735,1,-0.002483206,-0.004434187,-0.005825483,-0.018566345,0.019044301,0.034006835,0.044677014,0.142389723,0.238829281,0,0.039196801,0.065829716,0.547402933,0.308573652,0.761170719,3.187091288,0.238829281,0.405393487,0.164120583,0.275635029,2.29202605,0.164120583,0.021950754,0.014914803,0.269687701,27.12559069,3.262075915,0.172805538,2.345951936,1.785669922,0.132007748,1.84355424,1.039220345,0.206264169,0.03998034,0.019815142,0.019815142,0.004732436,0.00265023,0.139161323
321177981,0,0.008030295,0.014424905,0.043388585,0.021609001,0.019224461,0.034533106,0.103871925,0.051731774,0.667541488,0,0.02777562,0.145566231,0.718027872,0.050486384,0.332458512,0.498034232,0.667541488,0.151857696,0.041608829,0.218063197,1.075630331,0.041608829,0.015462592,0.065573628,0.318687424,12.34016106,2.50172842,0.028105596,5.403112472,1.796310733,0.059770461,1.545126889,0.10864184,0.265502216,0.006802658,0.020126375,0.020126375,0.01343519,0.007479324,0.389052473
321178159,0,0.004888839,0.007356846,0.010345026,0.025469268,0.084593693,0.127298674,0.179004444,0.440705718,0.248225883,0.040625996,0.07593314,0.389130435,0.796391624,0.548165741,0.711148122,2.46198199,0.288851878,0.770817956,0.305903392,1.567646494,3.208334343,0.262879161,0.050459792,0.208128763,0.270636973,3.867147167,1.889553596,0.364272169,2.116049542,1.504824657,0.225668074,2.36682119,1.629110921,0.35959127,0.135989449,0.013504445,0.015714656,0.003900784,0.002592185,0.030642773
321178513,0,-0.000894236,-0.002742807,-0.003936769,-0.009043667,0.00640537,0.019646587,0.028198878,0.064779338,0.281852782,0.021431999,0.020152336,0.699994354,0.896657822,0.61480504,0.696715219,2.297231056,0.303284781,0.882433774,0.071499512,2.483546015,3.181298459,0.066446909,0.006570259,0.221648646,0.064118119,4.381757937,3.420709376,0.200444664,4.402380968,3.067205819,0.02558864,1.138540668,0.780655143,0.266603574,0.009838899,0.097719693,0.105150268,0.029636896,0.009662506,1.508500958
321178887,0,-0.044107541,-0.079092917,-0.105900742,-0.31244603,-0.028757343,-0.051567193,-0.069045425,-0.203709327,0.253141053,0,0.108788943,0.551823618,0.903849734,0.650708681,0.746858947,2.950366757,0.253141053,0.871260475,0.429756223,2.179905677,3.570537943,0.429756223,0.060668046,0.245142363,0.196313488,3.249559256,1.983939895,0.362879016,2.400966813,1.793183546,0.29737192,2.470651193,1.778696302,0.226273769,0.02225973,0.01016293,0.01016293,0.002572655,0.001434686,-0.049889368
321179085,0,0.043376943,0.083657644,0.127723256,0.242479935,0.049327498,0.095134004,0.145244644,0.275743924,0.345008523,0,0.202354193,0.41647693,0.504055401,0.159046878,0.654991477,1.89847912,0.345008523,0.24282282,0.586519405,1.207149684,1.460994054,0.586519405,0.104921749,0.109693005,0.045409913,4.630796953,3.826206591,0.08246667,2.944496478,1.928620097,0.341657779,0.851054509,0.268537074,0.389800324,0.08270429,0,0,0,0,0
321179239,0,-0.002051502,-0.00609249,-0.013713966,-0.010962733,0.013358581,0.039671915,0.089299987,0.071385031,0.555745571,0,0.003905064,0.47384791,0.846227915,0.290482344,0.444254429,0.799384561,0.555745571,0.653864824,0.007026712,0.852634613,1.522689445,0.007026712,0.001314938,0.158054842,0.125390177,6.267348866,3.509421172,0.097813073,6.68484086,2.969770161,0.010349143,2.242660786,0.76983204,0.129368732,0.002311053,0.03240597,0.03240597,0.018009474,0.006064265,0.453960294
321179360,0,0.016148084,0.047133262,0.072472439,0.134805583,0.002137305,0.006238396,0.009592203,0.017842403,0.349638799,0,0.2058761,0.390920183,0.985572581,0.635933782,0.650361201,1.860094481,0.349638799,0.977816298,0.588825099,1.118068658,2.8188307,0.588825099,0.07053415,0.059057061,0.203730793,7.46652297,2.961541931,0.217873995,4.487989936,2.918814524,0.355023762,1.699574086,1.096638235,0.203346767,0.00467232,0.00558266,0.00558266,0.001951915,0.000668735,0.312887237
321180326,0,0.000112771,0.000207864,0.000528613,0.000342572,0.035324716,0.065111923,0.165584246,0.107308246,0.606774649,0,0.015569991,0.495083604,0.893399007,0.286624359,0.393225351,0.648058306,0.606774649,0.728906104,0.025660252,0.815926645,1.472373655,0.025660252,0.008447078,0.259627117,0.216095266,3.723088029,2.063176501,0.155500306,4.687489839,1.843239838,0.021755017,1.248293035,0.400483085,0.472702513,0.084420681,0.099096374,0.099096374,0.060129167,0.032621456,0.923473987
321180427,0,-0.022087694,-0.026925544,-0.148319385,-0.032897716,0.017603269,0.021458899,0.118206369,0.026218552,0.665831061,0.152631349,0.002233455,0.209830405,0.811275763,0.145444702,0.18153759,0.22180321,0.81846241,0.801182291,0.003354386,0.315140608,1.218440849,0.002728842,0.001832158,0.170296948,0.493380603,5.809592705,1.502607679,0.119311911,6.71502355,1.219029191,0.014065553,5.109144772,0.915962332,0.172079775,0.04182124,0.012384314,0.015223224,0.010136095,0.008314891,0.472349263
321180473,0,0.000226594,0.00064464,0.001369112,0.001218244,0.014802229,0.042110962,0.089436981,0.079581535,0.527734968,0.001419964,0.003963569,0.795918815,0.937576913,0.409841946,0.470845068,0.889805688,0.529154932,0.870439075,0.007510529,1.508179037,1.776605627,0.007490374,0.001393216,0.277397956,0.04979358,3.57436816,3.034318392,0.144061639,6.042129488,2.844906872,0.014975971,3.542546293,1.548549292,0.105598825,0.012568762,4.9792E-06,4.9926E-06,2.63477E-06,9.26135E-07,6.25673E-05
321181928,0,0.007631734,0.003820793,0.007168061,0.008182101,-0.120789017,-0.060472481,-0.113450367,-0.129499789,0.466969721,0,0.007082417,0.174983565,0.345724443,-0.121245278,0.533030279,1.141466468,0.466969721,-0.227464148,0.015166758,0.374721437,0.740357302,0.015166758,0.01414657,0.32743846,0.341041457,2.861100247,1.448105655,-0.242177895,0.939244057,0.500645521,0.024657945,1.203664563,-0.422124174,0.386220744,-0.187491708,1.72418E-06,1.72418E-06,8.0514E-07,1.6082E-06,-1.33142E-05
321181973,0,0.048216777,0.023494345,0.0465743,0.04741052,0.047962598,0.023370493,0.04632878,0.047160592,0.495551301,0,0.035655923,0.177748403,0.498990399,0.003439099,0.504448699,1.017954546,0.495551301,0.006817539,0.071952033,0.358688198,1.006939945,0.071952033,0.073175638,0.238237328,0.659275821,2.741318275,0.976501643,0.007057965,0.965935576,0.487264945,0.270453776,3.784892522,0.026085911,0.354430532,0.083864377,0.000170567,0.000170567,8.45247E-05,0.000173468,0.003616727
321182276,0,-0.292965645,-0.148949834,-0.24450494,-0.381130552,0.085693845,0.043568535,0.071518858,0.111482499,0.127168225,0.263642308,0.101333656,0.369256386,0.561107533,0.433939308,0.609189467,1.558784668,0.390810533,0.712322408,0.796847294,2.903684352,4.412324946,0.259291006,0.199310594,0.484703158,0.377347148,1.376877534,0.906102293,0.853504201,0.834585708,0.508420823,0.522977834,2.895847372,2.239538644,0.440669589,0.059562434,0.015188118,0.046675783,0.005935676,0.011674731,0.136237688
321182279,0,0.003622615,0.004926013,0.009765564,0.009940032,0.080067122,0.108874863,0.215838747,0.219694845,0.495573133,0,0.024246261,0.375822096,0.91051649,0.414943357,0.504426867,1.017865644,0.495573133,0.8226036,0.048925697,0.758358497,1.837299944,0.048925697,0.017830822,0.258550639,0.393216949,3.618187682,1.493432458,0.305151433,2.69572255,1.359794879,0.064225358,2.411845975,1.099133816,0.428394608,0.150765598,0.020171099,0.020171099,0.009996255,0.007351296,0.091814168
321182363,0,-0.009327419,-0.035074206,-0.0529252,-0.103989127,0.027924602,0.105005812,0.158448454,0.31132459,0.333616693,0.003670547,0.027426045,0.448194643,0.933153301,0.599536607,0.662712759,1.964831987,0.337287241,0.904670385,0.082208251,1.343441895,2.797082158,0.081313615,0.007293514,0.071925692,0.128966931,8.389956159,4.029705945,0.159437088,5.674152716,3.760333403,0.043619654,1.484130294,0.95353083,0.211031041,0.043823979,0.00038343,0.000387649,0.000129326,3.43922E-05,0.001231609
321182848,0,-0.005169142,-0.008799058,-0.022451973,-0.014469892,0.123855511,0.210830303,0.537961732,0.346706629,0.608094237,0,0.05261042,0.52054489,0.871211382,0.263117145,0.391905763,0.644481956,0.608094237,0.671378607,0.086516887,0.85602668,1.432691398,0.086516887,0.030906802,0.270985045,0.206004435,3.270088538,1.953863224,0.154572222,4.343462227,1.702227879,0.085853405,1.421704358,0.429373169,0.553246305,0.19325124,0.000988734,0.000988734,0.000601243,0.00035321,0.002851787
321182849,0,0.041449731,0.036963862,0.100322135,0.058528956,0.063941591,0.057021556,0.154759915,0.090288513,0.631548288,0,0.081148131,0.605208748,0.815443512,0.183895223,0.368451712,0.583410197,0.631548288,0.499102644,0.128490778,0.958293702,1.291181572,0.128490778,0.090996124,0.581338885,0.235748483,1.47350098,1.093608165,0.206212422,2.420332583,0.891775683,0.491202125,4.936005084,1.113146091,0.313255076,0.128003182,0.053412515,0.053412515,0.033732582,0.037826309,0.591575978
321183100,1,0.044794585,0.056673146,0.703951971,0.06163522,-0.021475352,-0.027170154,-0.337487594,-0.029549064,0.91949288,0,0.059595414,0.564918632,0.972934633,0.053441754,0.08050712,0.087556002,0.91949288,0.663814002,0.064813351,0.614380649,1.0581209,0.064813351,0.047104353,0.399408633,0.322496785,2.239576522,1.300373594,0.042240485,15.71511316,1.265178506,0.166488583,2.718036446,0.149297424,0.28091372,-0.002014705,0.013439034,0.013439034,0.012357096,0.009767077,-0.45480403
321183119,1,0.000238734,0.023560113,0.142959239,0.028209049,-0.007801164,-0.769880254,-4.67151815,-0.921794814,0.83519699,0,0.1052237,0.515959713,0.515959713,-0.319237277,0.16480301,0.197322323,0.83519699,-1.937084014,0.125986685,0.617770082,0.617770082,0.125986685,0.001066227,0.00416197,0,191.2705044,191.2705044,-0.003234818,598.8232523,98.68787459,0.055086316,0.270113288,-0.167125898,0.018396146,-0.000959428,0.14666768,0.14666768,0.122496405,0.001241251,-0.159110985
321183201,0,0.046227254,0.072468475,0.224542998,0.107002069,-0.021771082,-0.034129588,-0.10575026,-0.050393451,0.67726237,0,0.079789995,0.816992678,0.950079148,0.272816778,0.32273763,0.476532647,0.67726237,0.845320634,0.117812533,1.206316362,1.402822879,0.117812533,0.050897613,0.469324568,0.084895149,1.918813933,1.650027724,0.174028368,4.857372646,1.567656934,0.286368559,3.409861042,0.979147163,0.196796163,0.019061524,0.016870818,0.016870818,0.01142597,0.007288566,-0.334781957
