CODIGO_EMPRESA,FRACASO,B11,B12,B13,B14,B21,B22,B23,B24,B31,B32,B41,B42,B43,B44,B45,B46,B47,B48,B51,B52,B53,B54,B61,B62,B63,B64,B65,B66,B67,B68,B69,B610,B611,B612,B613,B81,B82,B83,B84,B85
321025764,0,0.166489722,0.197509118,0.517012229,0.319604492,0.064802892,0.076876589,0.201236971,0.124399843,0.617979794,0,0.275077455,0.655075185,0.843147828,0.225168035,0.382020206,0.618175886,0.617979794,0.589413939,0.445123704,1.060026868,1.364361484,0.445123704,0.23187572,0.318482639,0.158535274,1.810958814,1.40700615,0.189804723,3.10537024,1.18631418,1.279996696,3.923354733,1.047757042,0.284364064,0.10321069,0.009063974,0.009063974,0.005601353,0.004721643,0.072861616
321025973,0,0.001088076,0.002572223,0.00997632,0.003465828,0.017856068,0.042211956,0.163718267,0.056876619,0.742167101,0,0.010607101,0.793903328,0.992526818,0.250359718,0.257832899,0.347405455,0.742167101,0.971015406,0.014292065,1.069709675,1.337336049,0.014292065,0.004486907,0.331303042,0.084019668,2.977707425,2.381811544,0.105904596,9.168774966,2.364011834,0.062331078,5.832438923,1.471202324,0.122920827,0.050935761,0.028671863,0.028671863,0.021279313,0.009001357,0.504106318
321026440,0,-0.00526865,-0.00474846,-0.018526291,-0.006384993,-0.008355271,-0.007530329,-0.029379854,-0.010125619,0.61685176,0.126838968,0.01245863,0.384404016,0.698441481,0.081589721,0.256309272,0.344644974,0.743690728,0.318325279,0.020197121,0.623170819,1.132267955,0.016752434,0.013823463,0.407338444,0.348440024,2.344582452,1.290397171,0.090527811,3.516325823,0.901266911,0.063315084,3.549498002,0.414641109,0.276352735,0.058024622,0.101479054,0.122345491,0.075469032,0.083736605,-10.02200994
321026776,0,-0.006722829,-0.028164531,-0.073543974,-0.04564471,0.013148763,0.05508525,0.143840075,0.089273643,0.617038226,0,0.052810243,0.720220109,0.773162221,0.156123995,0.382961774,0.620645136,0.617038226,0.407675141,0.085586664,1.167221216,1.253021593,0.085586664,0.012605722,0.154284855,0.012637199,5.816814285,5.418509212,0.037266552,10.93943809,4.189386617,0.041389858,0.605963403,0.122361679,0.323091471,0.018530823,0.006198902,0.006198902,0.003824959,0.000913012,0.06943709
321026865,0,0.051540121,0.127432805,0.265491858,0.245057252,0.021888673,0.054119683,0.112752247,0.104073835,0.52001238,0,0.194154933,0.516673262,0.887074444,0.367062064,0.47998762,0.923031139,0.52001238,0.764732357,0.373365982,0.993578771,1.705871779,0.373365982,0.078525846,0.129337997,0.149808535,4.785417353,2.787248815,0.148458031,5.151168678,2.472497193,0.154275042,0.704867218,0.291666632,0.394666117,-0.114332905,0.069848587,0.069848587,0.03632213,0.014690464,0.671144546
321026890,0,0,0,0,0,-0.001723651,-0.000190048,-0.000750541,-0.000254488,0.448822442,0.297962956,8.84171E-05,0.287869948,0.287869948,-0.160952494,0.253214602,0.339072782,0.746785398,-0.635636698,0.000196998,0.641389381,0.641389381,0.000118397,0.000801904,2.550066505,0,0.383016378,0.383016378,-1.459768661,0.435436597,0.110258905,0.002509468,8.170370679,-4.568179293,0.823023239,0.503471714,0.074305985,0.12363603,0.055490625,0.503275676,-291.9824034
321026994,0,-0.005068229,-0.00769502,-0.011868993,-0.021881347,0.03145026,0.047750489,0.073651555,0.135781968,0.351670323,0,0.080873027,0.599119562,0.803370531,0.451700209,0.648329677,1.843572333,0.351670323,0.696713762,0.229968301,1.703639809,2.284442216,0.229968301,0.053266004,0.341336573,0.134527337,2.534195312,1.889895042,0.297506671,2.341842487,1.518285984,0.13173483,1.308617779,0.735778698,0.430408899,0.0260663,0.000598278,0.000598278,0.000210397,0.000138575,0.004406169
321027003,0,-0.091229926,-0.170837744,-0.237372101,-0.609491341,0.032244639,0.060381517,0.083897664,0.21542085,0.280295605,0,0.094837606,0.692287952,0.831897168,0.551601563,0.719704395,2.567662077,0.280295605,0.766427948,0.338348531,2.469849473,2.967927978,0.338348531,0.050644709,0.318066206,0.074553422,2.704953049,2.251007071,0.294563535,2.601910479,1.872606408,0.341657548,2.996954034,1.987174128,0.196095901,0.047863529,0,0,0,0,0
321027595,0,-0.019634532,-0.021901704,-0.053504177,-0.03708041,0.020529968,0.022900535,0.055944243,0.038771468,0.59065431,0,0.00094758,0.524554155,0.981241807,0.390587497,0.40934569,0.693037675,0.59065431,0.95417518,0.001604289,0.888089947,1.661279348,0.001604289,0.00084949,0.469405039,0.40941328,2.126507959,1.136792763,0.350155533,2.725003861,1.115468585,0.003852354,3.989205398,1.587920266,0.265594953,0.045082916,0.037931639,0.037931639,0.022404486,0.020085269,0.978338996
321027778,0,-0.034377017,-0.059337447,-0.098113257,-0.150139744,-0.005118456,-0.00883486,-0.014608261,-0.022354579,0.395214787,0,0.017194199,0.687989942,0.846386612,0.451171825,0.604785213,1.530269698,0.395214787,0.7460034,0.043505962,1.740800103,2.141586398,0.043505962,0.009961421,0.388624015,0.091766757,2.508872404,2.039350523,0.261385389,2.854036348,1.72607898,0.04220696,2.077642888,1.107500899,0.251937847,0.015924143,0.021575387,0.021575387,0.008526912,0.004940047,-0.965143992
321027858,0,-0.043979503,-0.148817773,-0.40588177,-0.234970365,0.064014353,0.216611668,0.590781096,0.342011049,0.633346989,0,0.109013221,0.809375082,1,0.366653011,0.366653011,0.578913325,0.633346989,1,0.172122428,1.277933102,1.578913325,0.172122428,0.032216228,0.206975053,0.056334596,4.180754404,3.383798438,0.108355453,9.228884895,3.383798438,0.157101757,1.441125714,0.528393083,0.289348356,0.084282363,0.000571276,0.000571276,0.000361816,0.000106926,0.001670344
